Entry_ID  Pocket_Score drug_score volume nb_asph inter_chain apol_asph_proportion mean_asph_radius as_density mean_asph_solv_acc mean_loc_hyd_dens flex hydrophobicity_score volume_score charge_score polarity_score a0_apol a0_pol af_apol af_pol n_abpa ala cys asp glu phe gly his ile lys leu met asn pro gln arg ser thr val trp tyr
95  -0.0233 0.0002 543.4814 22 0 0.3182 4.1327 3.9258 0.6176 5.7143 0.4331 53.2222 4.1111 1 3 62.7967 77.3663 82.1878 83.7529 1 0 0 0 0 0 0 0 2 1 2 1 0 0 1 0 0 1 0 1 0 0
96  0.1848 0.7003 905.9524 98 0 0.4286 3.9315 6.1260 0.5080 26.6190 0.5788 47.2500 4.3333 4 10 166.6527 70.9155 89.8332 69.6720 10 3 0 1 0 0 0 1 0 5 0 5 0 0 3 1 0 1 0 2 2 0
97  0.2823 0.4583 217.7500 45 0 0.7333 3.7562 2.7916 0.3939 32.0000 0.5472 43.1250 5.1250 -1 5 50.7204 24.6436 21.0248 13.9119 2 1 0 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 3 0 0
98  -0.0540 0.0001 237.0357 18 1 0.3889 4.1931 2.2392 0.4549 6.0000 0.7878 37.2500 5.1250 2 4 39.8517 49.7740 28.6702 61.4840 4 0 2 0 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0
99  0.1496 0.0127 203.4322 40 1 0.6000 3.7858 2.5578 0.4815 23.0000 0.1759 21.0000 3.9286 3 9 39.8517 15.2217 3.8227 1.7671 6 0 0 1 0 0 0 1 1 4 1 1 0 0 1 1 1 1 0 1 0 0
100  0.3323 0.9988 1772.9464 280 0 0.4571 3.9392 12.0171 0.4619 47.0625 0.2567 28.3175 3.6508 0 20 297.9474 181.0230 89.9325 68.1302 35 3 2 2 1 0 2 3 12 2 3 8 0 5 1 6 3 1 0 4 5 0
101  0.2633 0.1127 825.1005 94 1 0.1702 3.8725 7.5137 0.5163 10.1250 0.4036 9.5357 4.3571 -1 22 128.0676 104.8388 64.0671 55.8728 26 0 3 3 4 1 0 2 1 1 1 0 1 0 2 0 4 0 1 3 1 0
102  0.0134 0.0058 150.7129 28 0 0.4643 3.6483 2.4676 0.3859 12.0000 0.2869 23.0000 3.9091 -1 7 32.6060 23.6827 1.9113 0.0000 7 0 0 3 0 0 0 1 1 0 0 1 0 0 2 0 1 1 0 1 0 0
103  -0.0264 0.3286 374.4449 26 0 0.6154 4.0508 3.4569 0.4712 15.0000 0.4669 11.6250 4.0000 2 6 84.5340 51.0888 89.8332 31.6678 5 0 0 1 0 1 0 1 0 2 0 1 1 0 0 0 0 1 0 0 0 0
104  -0.1564 0.0146 1486.9609 140 1 0.4214 4.1372 7.9335 0.4816 32.5424 0.4748 28.0625 3.5938 -4 8 251.1866 150.9337 128.0601 199.3988 10 2 2 0 6 0 0 0 6 0 6 2 0 1 1 2 0 0 0 0 4 0
105  -0.1005 0.0690 1276.3940 128 1 0.4375 4.1624 7.3967 0.5061 36.1071 0.4150 27.6061 3.5758 -4 9 206.5044 142.3399 105.1240 164.2531 10 2 2 0 6 0 0 0 6 0 6 2 0 1 1 2 0 1 0 0 4 0
106  -0.2164 0.0214 1822.2551 159 1 0.3962 4.0628 8.9632 0.5012 29.9048 0.4803 28.2564 3.6410 -3 9 301.9070 201.6021 150.9963 224.0544 14 2 2 0 6 0 0 0 8 0 7 2 1 2 2 3 0 0 0 0 4 0
107  0.3284 0.7586 1143.2810 137 0 0.3796 4.0353 7.5380 0.5155 19.8462 0.3121 20.7576 4.0303 1 18 131.6314 110.7051 95.5673 94.9753 17 1 2 1 3 0 0 1 3 1 2 4 2 1 2 2 4 2 1 1 0 0
108  0.4712 0.8586 684.1765 118 0 0.4068 3.8805 7.3317 0.4870 23.8333 0.3806 27.0385 4.0385 0 13 94.1950 80.4830 42.0496 51.0783 12 2 2 0 0 0 2 4 4 2 1 1 0 0 4 0 1 1 1 0 1 0
109  0.3569 0.3822 526.9765 72 0 0.2500 3.9818 4.6906 0.4707 16.4444 0.1071 19.8947 3.6316 2 10 81.3861 59.3507 42.0496 24.4021 15 1 1 2 0 0 0 1 2 2 0 0 0 1 1 1 2 1 0 1 3 0
110  0.3029 0.6150 611.5027 82 0 0.2805 3.9416 4.9618 0.4899 18.4348 0.1177 17.5455 3.5000 2 11 92.2547 70.0874 38.4254 27.9646 16 2 1 2 0 0 0 1 2 2 0 0 0 1 1 2 2 2 0 1 3 0
111  0.1426 0.9401 1029.2440 139 0 0.3525 3.9723 7.3696 0.4972 28.4082 0.4913 40.8462 4.5769 5 12 175.1061 106.4949 80.2765 80.2467 20 3 2 1 0 0 0 2 0 5 0 5 0 0 3 1 0 0 0 2 2 0
112  0.2827 0.5977 957.1788 91 1 0.3956 3.9683 6.8451 0.4158 31.2778 0.6401 21.1600 4.2800 3 14 156.9917 78.5042 99.3899 75.4804 15 0 3 1 1 0 0 3 4 3 3 1 1 0 2 0 0 1 0 1 1 0
113  0.1540 0.4854 597.8085 70 0 0.5143 3.8602 4.4294 0.3968 33.8333 0.1200 20.5556 3.9444 0 13 105.0637 76.7153 38.2269 43.8970 11 1 0 1 1 0 1 1 1 1 0 1 1 0 2 0 3 2 1 1 0 0
114  0.1235 0.0036 220.2707 31 0 0.2903 4.0130 2.4341 0.5073 8.0000 0.5270 8.2727 4.9091 -2 10 25.3602 40.7818 5.7340 22.6913 6 0 2 0 1 0 0 3 0 0 1 0 0 0 0 0 1 1 1 1 0 0
115  0.1120 0.0033 379.3734 37 0 0.2432 4.1005 3.3924 0.5338 8.0000 0.4938 2.7692 5.5385 1 12 25.3602 83.1662 7.6454 52.5356 9 0 5 0 1 0 0 3 0 0 1 0 0 0 0 0 1 0 1 1 0 0
116  0.1225 0.0060 263.8147 34 0 0.3235 4.1247 2.3180 0.5653 10.0000 0.4919 5.8182 5.2727 -1 10 30.1907 42.9911 9.5567 31.3580 5 0 3 0 1 0 0 3 0 0 1 0 0 0 0 0 1 0 1 1 0 0
117  0.0519 0.0425 368.6414 63 0 0.2381 4.1105 2.7268 0.5273 13.7333 0.6179 -9.3636 3.4545 -1 6 67.6272 40.9146 38.2269 6.9559 10 0 1 0 1 0 0 2 2 1 1 0 0 0 0 2 0 1 0 0 0 0
118  0.2293 0.6431 532.2788 82 1 0.7683 3.7095 4.3789 0.4039 57.9048 0.3752 52.3333 6.0000 -1 9 102.6484 58.1907 51.6063 38.3421 8 0 0 0 1 0 1 0 0 0 1 1 0 0 0 1 0 0 3 4 0 0
119  0.1142 0.0270 555.6103 33 0 0.2727 4.1497 5.0671 0.5722 8.0000 0.6323 11.5833 4.3333 -3 10 84.5340 118.7014 40.1382 92.7012 7 1 0 3 2 0 1 1 0 0 0 0 0 0 0 0 0 0 2 1 1 0
120  0.2653 0.0073 370.0513 39 0 0.2051 3.9341 3.7791 0.4725 7.0000 0.2401 30.3636 4.3636 -2 7 50.7204 81.9177 24.8475 54.2183 6 1 0 2 1 0 1 1 0 0 1 0 0 0 0 0 0 0 2 0 2 0
121  -0.0370 0.6380 1519.3163 250 1 0.5200 4.0041 8.4033 0.4629 67.7385 0.5408 35.2581 5.1290 4 22 247.5638 151.1328 145.2622 108.7745 26 1 0 4 0 0 1 2 0 2 1 2 4 0 3 0 1 0 2 6 2 0
122  0.3745 0.0889 770.2031 71 0 0.3099 3.9791 5.5088 0.4755 12.1818 0.4527 34.6500 3.6000 -1 8 89.9187 72.0090 49.7942 76.7406 10 1 0 0 1 3 0 1 4 1 0 2 0 0 1 0 2 0 1 2 1 0
123  0.0908 0.9603 1075.9075 147 1 0.3197 3.7678 7.4676 0.4408 29.8723 0.1816 28.1176 4.4118 5 18 167.8603 128.6765 66.8971 52.4793 24 3 4 1 1 1 0 1 3 1 3 1 2 1 1 1 2 1 0 5 2 0
124  0.2994 0.7684 1494.1633 130 0 0.2846 3.9102 11.0387 0.5168 16.1622 0.4392 22.6667 3.2222 -2 13 201.6739 170.3306 99.3899 157.3535 19 6 1 1 2 0 2 2 5 1 4 2 0 2 0 2 3 1 0 0 2 0
125  0.2746 0.0112 210.4528 30 0 0.5000 3.8066 2.3547 0.4508 14.0000 0.6086 1.8889 3.5556 -1 6 27.7754 33.2374 11.4681 41.7356 4 1 0 1 2 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 1 0
126  0.1124 0.0023 474.3199 31 0 0.1935 3.9309 4.5625 0.5406 5.0000 0.5963 8.5625 4.2500 2 12 47.0975 100.3317 38.2269 43.6436 12 0 2 1 2 0 0 1 1 2 0 2 1 0 0 0 1 1 0 1 1 0
127  0.4035 0.5209 315.3382 46 0 0.5435 3.8399 4.0967 0.4558 24.0000 0.4986 43.0000 3.6667 -1 4 49.5128 46.2719 17.2021 27.8238 7 0 0 0 0 0 0 1 3 0 3 1 0 0 1 0 2 0 0 1 0 0
128  0.3792 0.8154 311.6741 60 0 0.4500 3.8335 3.7931 0.4517 25.5556 0.3928 8.6842 2.7895 2 9 64.0043 41.0916 15.2908 5.2451 10 3 0 1 0 1 1 1 5 1 0 1 2 0 0 0 2 1 0 0 0 0
129  0.3221 0.6857 567.7797 67 0 0.3433 3.7840 5.6291 0.4761 18.3478 0.3921 19.4091 3.1818 0 12 91.7798 78.8361 34.4042 33.1252 10 1 0 1 1 0 0 0 4 1 0 2 0 1 0 1 3 4 0 2 1 0
130  0.1919 0.8146 859.5024 104 1 0.8077 4.0155 6.0009 0.4963 63.9524 0.2796 44.8000 4.6000 1 8 156.9917 63.3046 118.5034 64.3424 6 1 0 0 0 0 0 0 1 1 1 1 0 1 0 1 1 1 0 5 1 0
131  0.3377 0.4929 400.5173 31 0 0.6129 3.9083 3.7537 0.4483 17.7895 0.0776 48.0000 3.9231 -1 4 82.4354 32.2544 34.6028 33.1815 5 2 0 2 1 0 0 0 0 0 1 3 0 1 1 0 0 1 0 0 1 0
132  0.0416 0.5440 517.7644 53 1 0.6604 3.9996 4.3497 0.4244 33.7714 0.7500 24.5625 4.8125 4 10 115.9323 76.6932 55.4290 43.6999 11 0 3 1 0 0 0 1 2 1 0 2 1 0 1 0 0 1 0 2 1 0
133  0.3086 0.3507 688.4133 85 1 0.4824 3.9831 5.2782 0.4622 27.6098 0.3515 36.3500 3.6500 -1 8 100.8665 72.1418 44.1595 62.8006 11 1 0 0 1 3 0 1 4 1 0 2 0 0 1 0 2 0 2 1 1 0
134  0.0723 0.8009 698.9074 109 0 0.6055 3.8823 6.0691 0.4434 52.1818 0.4974 41.4000 4.2400 4 11 140.0849 97.1616 42.0496 29.7317 13 2 1 1 0 1 1 0 2 1 4 1 2 0 0 0 1 1 0 3 4 0
135  0.1024 0.7684 1609.4954 178 0 0.4326 3.8799 8.5663 0.4753 40.2857 0.2427 34.2683 3.8293 0 20 187.1823 192.4329 135.7055 102.7127 18 4 1 0 2 0 2 0 5 1 1 2 0 1 4 1 4 5 2 3 3 0
136  0.0641 0.4636 1239.6648 141 0 0.4965 3.9699 7.3710 0.4955 37.6286 10.0000 30.1667 3.5667 -1 15 164.5541 158.0577 114.8792 99.2911 18 3 0 0 2 0 1 0 3 1 1 2 0 1 2 1 4 4 0 3 2 0
137  0.2411 0.6416 511.3852 75 0 0.4533 3.9317 4.2344 0.5096 29.7059 0.3587 43.9333 4.2667 1 6 73.6653 80.6250 55.4290 45.2699 11 2 0 1 0 0 0 1 0 2 0 4 0 0 0 1 0 0 0 2 2 0
138  0.0421 0.0074 544.0472 33 0 0.4545 3.9730 5.0957 0.5265 11.6000 0.4239 37.5333 4.0667 3 9 108.6866 76.5383 49.6950 54.1901 6 0 0 1 0 0 2 0 0 3 1 3 0 0 1 0 1 2 0 0 1 0
139  0.0556 0.4880 669.9065 54 0 0.5741 4.0178 4.8262 0.6527 29.4839 0.5972 39.7647 4.6471 1 11 110.6859 78.8361 67.3934 43.7844 10 0 0 2 0 1 1 1 1 2 1 2 0 0 1 0 1 0 2 2 0 0
140  0.1552 0.7150 599.5521 110 1 0.3455 3.8935 5.1917 0.4597 33.4737 0.4564 14.3333 4.1250 5 18 56.7585 112.8038 15.2908 31.5552 16 0 3 2 1 1 1 0 2 2 1 0 1 0 2 0 4 2 1 1 0 0
141  0.3720 0.0254 451.6594 56 0 0.1607 3.8911 3.7457 0.5088 6.0000 0.3323 22.1250 3.2500 0 9 48.4635 59.0409 28.6702 38.3703 10 0 0 0 1 2 1 0 3 1 0 1 0 0 0 0 4 0 1 1 1 0
142  0.3645 0.0018 280.6410 51 0 0.1176 3.8224 2.4786 0.4600 5.0000 0.3246 16.5833 3.0833 0 7 31.5567 47.2327 11.4681 27.9364 9 0 0 0 1 2 1 0 2 1 0 0 0 0 0 0 3 0 1 0 1 0
143  0.1709 0.9808 1800.1283 205 0 0.6146 3.9493 11.3951 0.4651 52.3333 0.3821 32.5111 4.0889 2 23 334.6713 129.0177 147.2729 102.8535 23 0 1 2 2 1 4 1 1 3 3 4 1 0 3 2 3 4 0 2 8 0
144  -0.0932 0.1684 655.8284 89 0 0.7753 4.1646 4.9396 0.5339 57.9420 0.1733 49.9444 4.7778 5 7 117.1399 51.1110 57.3403 43.9815 7 3 3 0 0 0 0 0 0 1 2 3 1 0 1 0 1 0 1 0 2 0
145  0.1985 0.2242 605.6295 68 0 0.7794 3.9873 4.1900 0.5629 48.2264 0.1634 63.0714 5.0000 -2 5 117.1399 52.5679 55.4290 83.5276 1 0 0 0 1 0 0 1 1 0 3 1 0 0 2 0 0 0 1 2 2 0
146  0.1639 0.5057 191.1785 28 0 0.8929 3.7296 2.3227 0.4536 24.0000 0.3565 54.2000 4.3000 0 3 64.0043 7.5887 22.9361 1.7390 3 1 0 0 0 0 0 1 0 0 1 3 1 0 0 0 0 1 0 0 2 0
147  0.1741 0.6297 529.2183 40 0 0.7750 3.8646 4.7151 0.4889 26.7742 0.4506 50.1111 4.2778 0 6 96.6103 62.2553 30.5815 53.9648 5 1 0 0 1 0 0 1 1 1 1 5 1 1 0 0 0 1 0 1 3 0
148  0.2788 0.8043 535.3289 49 0 0.7143 3.7595 5.2352 0.4331 23.7714 0.5571 52.1111 4.4444 0 5 113.5171 46.2276 24.8475 31.5552 6 1 1 0 1 0 0 1 1 0 1 6 1 1 1 0 0 1 0 0 2 0
149  0.1784 0.1831 145.4883 24 0 0.5833 3.9857 1.4131 0.5044 13.0000 0.0000 48.5000 4.3750 2 5 42.2670 17.2761 13.3794 8.7231 5 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 2 1 0 2 0
150  0.2788 0.3582 337.3955 31 0 0.5484 3.9932 2.7849 0.4862 16.0000 0.0000 37.1538 4.3077 2 6 65.2119 36.7837 22.9361 26.2256 3 0 0 0 0 0 1 0 0 2 0 2 0 0 1 2 0 2 1 0 2 0
151  0.1941 0.0263 292.7838 29 0 0.4138 3.9102 3.1205 0.4437 11.0000 0.0749 42.6923 4.3846 3 8 55.5509 31.4706 17.2021 21.1213 5 0 0 1 0 0 1 0 0 3 0 2 0 0 1 0 0 2 1 0 2 0
152  0.1025 0.7861 1518.4834 157 0 0.3758 4.0613 9.3137 0.5128 32.1356 0.3407 18.2973 3.6486 2 18 251.1866 138.8378 131.8828 113.4564 19 1 2 1 1 0 1 2 6 0 3 3 3 0 1 2 5 2 0 1 3 0
153  0.2212 0.0001 523.0652 44 0 0.0682 4.0032 4.0293 0.4402 2.0000 0.4957 9.1333 4.5333 4 12 45.8899 111.9093 21.0248 80.7818 11 0 3 2 0 0 0 1 1 1 0 1 1 0 1 0 1 2 0 1 0 0
154  0.1470 0.0009 312.8601 19 0 0.2632 4.0364 3.2679 0.7423 4.0000 0.4102 19.0000 3.1111 0 4 54.9766 22.7441 49.7942 40.4191 3 2 0 0 1 1 1 0 2 1 0 0 0 0 0 0 0 0 1 0 0 0
155  -0.2209 0.8691 657.4464 77 1 0.7273 4.0534 5.1338 0.4779 46.0000 0.4072 35.6667 4.9333 2 8 185.9747 34.5080 101.3013 12.2574 6 0 0 0 0 0 0 1 1 0 1 2 3 0 0 1 0 1 1 2 2 0
156  0.0922 0.7346 967.9846 110 0 0.4182 4.0912 6.6554 0.5261 30.4348 0.5018 40.7917 4.4583 4 11 148.5383 123.9702 110.8580 80.3594 18 3 1 1 0 0 0 2 0 5 0 4 0 0 3 1 0 0 0 2 2 0
157  0.3781 0.6977 297.1683 52 0 0.5962 3.8088 3.3805 0.5401 29.1613 0.2018 29.4000 5.0000 -1 7 70.0424 22.6555 26.7588 6.9559 7 0 1 1 0 0 0 2 1 0 1 0 0 0 0 0 0 0 1 2 1 0
158  0.2535 0.0729 340.9612 41 0 0.6098 3.8358 3.1347 0.5239 24.0000 0.0807 19.9167 4.5000 -2 8 65.2119 24.8427 22.9361 19.1570 5 0 1 1 1 0 0 2 2 0 1 0 0 0 0 0 0 0 1 2 1 0
159  0.1856 0.3608 618.8702 91 0 0.3187 4.0891 4.3694 0.4924 27.9310 0.0977 26.4118 3.8235 -2 7 83.7222 90.9763 68.9077 43.8689 10 0 1 0 0 2 1 4 3 1 3 2 0 0 0 0 0 0 0 0 0 0
160  -0.0204 0.0026 292.5667 18 0 0.8889 3.9627 2.8566 0.4505 15.0000 0.7260 42.2000 4.7000 2 3 80.4160 21.7611 44.0602 14.0527 3 0 0 1 0 0 0 0 0 0 2 2 2 1 0 1 0 0 0 0 1 0
161  0.4348 0.9689 729.8226 140 0 0.7143 3.9999 5.9508 0.4940 86.1200 0.3435 47.7500 4.2500 4 9 120.0302 40.0644 49.7942 7.0123 15 3 3 2 0 0 0 0 2 1 3 4 0 3 3 0 1 2 0 0 1 0
162  0.1297 0.6069 768.8148 104 0 0.3942 3.8786 6.3779 0.4666 34.4390 0.3424 14.4000 3.3500 -3 14 153.3688 96.9403 63.0744 90.7651 10 0 0 1 2 2 0 1 3 0 1 0 0 0 0 0 3 4 1 2 0 0
163  0.4241 0.4881 193.4971 42 0 0.5952 3.6136 2.7324 0.4055 24.0000 0.2791 27.6364 4.0909 5 6 49.5128 18.3918 9.5567 6.9559 9 1 1 1 0 0 0 0 1 4 1 0 0 1 1 0 0 0 0 0 0 0
164  0.1323 0.6606 562.8092 45 0 0.7778 4.1182 4.2130 0.4337 32.1714 0.5445 32.1000 4.2000 2 4 135.2544 44.3281 110.8580 15.8762 7 0 1 1 0 0 0 0 2 0 0 1 1 0 2 0 0 1 0 0 1 0
165  0.0961 0.3534 1437.2874 146 1 0.4932 4.0708 7.8331 0.4727 41.9167 0.3621 28.9474 3.8947 -1 6 199.2586 135.4907 112.7694 144.8145 10 1 1 0 3 0 0 0 3 0 3 1 1 1 2 1 0 1 0 0 1 0
166  0.2938 0.8278 1077.8546 134 0 0.8209 3.9804 6.8740 0.4266 74.5455 0.3900 56.3200 4.8400 6 11 178.7290 63.7914 82.1878 68.4681 7 1 1 0 0 0 0 0 0 3 5 5 2 0 2 0 1 2 0 2 1 0
167  0.2161 0.7496 659.9789 65 0 0.7846 4.0141 6.0699 0.4900 40.6667 0.5557 43.8182 4.1364 0 5 171.4631 34.4416 53.7162 38.3985 4 2 0 0 1 0 1 0 2 0 4 2 1 4 1 2 0 1 0 1 0 0
168  0.1936 0.9822 1268.0872 173 0 0.7803 4.0533 7.8417 0.5083 78.8148 0.2471 49.6250 4.3438 3 9 263.7379 37.5675 128.0601 20.8678 9 4 3 0 1 2 0 1 0 1 5 6 1 0 0 1 1 0 0 1 5 0
169  0.4828 0.9934 2272.1382 309 0 0.3689 3.9201 12.4521 0.4460 37.4035 0.1778 25.6562 3.5938 -3 31 313.1717 293.6941 156.7303 104.8178 49 6 3 5 5 2 2 3 7 2 6 5 0 0 5 0 4 6 0 1 2 0
170  0.3056 0.7652 1037.0514 134 0 0.5224 3.9781 7.2219 0.4764 37.3429 0.4053 22.0938 3.9375 -2 17 129.2954 107.7655 51.6063 66.2785 18 1 1 1 2 0 1 4 4 1 0 3 2 1 3 0 1 3 0 1 3 0
171  0.2188 0.9888 1478.7150 122 0 0.7869 4.0620 9.1481 0.6124 49.1875 0.2918 59.4667 4.6667 1 8 270.8253 69.8661 141.4396 68.1583 7 1 0 1 0 0 0 0 1 0 3 7 1 3 2 2 1 1 0 4 3 0
172  0.0064 0.0224 1340.3896 113 0 0.3097 4.0667 7.4835 0.4705 15.0857 0.2792 26.3125 3.6562 -5 18 195.6358 148.2375 72.6311 125.3758 11 0 0 3 3 0 1 2 3 0 5 3 0 0 3 0 5 3 0 1 0 0
173  0.1013 0.0287 262.3265 31 0 0.4194 3.8628 2.9932 0.6969 12.0000 0.0809 29.4444 4.7778 2 6 55.5509 4.2858 43.9609 5.2170 1 1 1 0 0 0 1 0 0 0 0 0 1 0 2 0 1 1 0 1 0 0
174  0.0086 0.2752 336.4882 35 0 0.7143 4.0199 3.3895 0.5682 24.0000 0.0677 47.8750 4.6250 0 4 88.7902 32.5864 74.6417 24.7119 5 0 0 2 0 0 0 0 0 0 1 0 0 2 1 0 1 0 1 0 0 0
175  0.2391 0.2875 573.2327 65 0 0.5538 3.9184 5.1509 0.4680 32.6667 0.1791 18.3529 4.2941 2 9 72.8535 108.5622 34.7020 78.8175 11 1 3 0 2 1 1 0 2 0 1 0 1 1 1 0 1 0 0 1 1 0
176  0.0654 0.0020 422.1955 30 1 0.3667 3.9792 4.5719 0.4694 7.8182 0.1875 51.0714 4.2857 0 6 57.3127 36.4517 53.7162 39.9966 3 0 0 0 0 1 0 1 1 1 2 1 0 1 0 0 1 1 1 1 2 0
177  0.2558 0.2151 1187.2847 124 0 0.2984 4.0197 7.6963 0.5165 23.3514 0.3313 26.8000 3.8000 3 13 115.9323 167.5588 112.7693 146.9759 19 4 0 2 0 0 1 1 1 4 1 3 0 0 0 2 1 1 0 3 1 0
178  0.3233 0.8325 952.8596 136 0 0.2426 3.9162 6.6239 0.4780 24.1818 0.3219 21.0000 4.1724 0 16 91.8589 131.2934 76.9502 71.5518 18 1 2 2 3 1 0 2 2 0 2 3 3 1 1 0 1 2 0 1 2 0
179  0.3589 0.9404 608.3139 110 1 0.8000 3.8627 5.2447 0.5050 74.2045 0.3615 35.6875 5.0000 2 8 115.9323 30.2221 66.8971 7.0123 10 0 0 0 0 0 0 1 1 1 0 2 2 0 1 2 0 0 1 3 2 0
180  0.1367 0.9373 617.8003 102 1 0.8039 3.8535 5.2638 0.4923 69.7073 0.3469 41.4444 4.9444 2 8 132.8391 33.3923 42.0496 6.9841 12 0 0 0 0 0 0 1 1 1 1 2 2 0 1 2 0 0 1 3 3 0
181  0.2620 0.7886 662.0408 70 1 0.7714 4.0351 5.0142 0.5711 45.2593 0.2198 50.7500 4.5000 -1 10 140.0849 33.2816 78.3652 22.6068 5 1 0 1 0 0 0 1 2 0 2 1 0 0 2 0 2 1 2 3 2 0
182  0.2543 0.8831 1031.1132 167 1 0.7425 3.9429 6.5947 0.4962 98.3387 0.2662 25.3913 4.6522 3 13 175.1060 80.5807 103.2126 55.6475 14 0 0 0 0 0 0 2 1 2 0 3 3 0 1 3 1 1 1 3 2 0
183  0.1604 0.9595 919.0288 146 1 0.7055 3.9529 6.6362 0.4764 74.6990 0.2166 22.6818 4.8636 3 11 194.4281 67.8339 93.6559 29.6754 19 0 0 0 0 0 0 2 1 1 0 3 4 0 1 4 0 0 1 3 2 0
184  0.2558 0.7691 547.9453 94 1 0.6064 4.1291 4.0181 0.5357 53.8246 0.5633 27.2500 4.0000 1 6 103.8560 43.4116 61.1631 22.8603 8 0 1 1 0 0 0 0 2 0 0 1 0 0 2 1 1 2 1 0 0 0
185  -0.2286 0.8988 1762.5906 182 0 0.4560 3.9699 9.1002 0.4357 41.0361 0.4547 31.1220 4.5122 4 24 288.9398 195.0184 133.7942 115.6460 20 3 4 1 1 0 1 2 3 2 1 4 1 1 2 1 2 3 1 6 2 0
186  0.2623 0.3740 566.7074 65 0 0.3385 4.0389 5.0117 0.4509 14.8182 0.5651 37.1500 4.0500 1 7 108.6865 61.4272 45.8723 34.8642 12 0 1 1 2 0 0 0 2 2 2 4 0 1 1 1 0 1 0 0 2 0
187  0.2610 0.3460 581.3295 65 0 0.3385 4.0282 5.0461 0.4522 14.7273 0.5644 37.1500 4.0500 1 7 111.1018 60.3337 42.0496 41.8201 12 0 1 1 2 0 0 0 2 2 2 4 0 1 1 1 0 1 0 0 2 0
188  0.2729 0.8316 1146.9424 132 0 0.4394 3.9695 7.7625 0.4845 28.4828 0.4141 39.6800 4.4000 4 12 154.5764 125.0195 105.1240 69.7847 20 3 1 1 0 0 0 2 0 5 0 4 0 0 3 1 0 1 0 2 2 0
189  0.0298 0.5831 582.8275 70 1 0.4857 3.9834 4.7981 0.5636 33.0000 0.2378 39.8125 4.8750 2 10 103.8560 73.1690 78.3652 20.9523 14 1 0 0 0 0 1 1 1 2 0 1 1 0 3 0 1 0 0 4 0 0
190  -0.0871 0.0007 251.4036 18 0 0.3333 4.1355 2.2417 0.6387 5.0000 0.1656 43.4000 4.9000 2 6 48.3051 28.0128 51.6063 17.4743 4 1 0 0 0 0 1 0 0 1 0 1 1 0 2 0 1 0 0 2 0 0
191  -0.0849 0.0013 265.2642 15 0 0.8000 4.3502 2.5046 0.7628 11.0000 0.4146 71.6667 4.5000 0 1 79.7035 3.2144 68.8084 1.7390 1 0 0 0 0 0 0 0 1 0 0 3 0 0 0 0 0 0 0 1 1 0
192  0.1555 0.3549 870.0123 99 0 0.3030 3.8958 6.7935 0.4383 24.4000 0.5863 23.0000 3.3636 1 11 135.7294 115.9831 64.9857 122.0668 12 2 1 2 0 1 0 1 4 1 0 2 0 1 0 0 3 1 0 2 1 0
193  0.1723 0.6987 1159.5442 169 1 0.4497 3.8603 7.8755 0.4481 37.9737 1.0000 24.7778 4.2222 0 19 184.7671 130.0356 51.6063 80.5847 22 1 2 1 2 0 1 3 3 2 3 3 1 0 2 3 1 3 3 0 2 0
194  -0.0436 0.0047 182.2727 23 0 0.7826 3.9852 1.4699 0.5677 17.0000 0.2862 56.2857 5.7143 -1 5 37.4365 16.0719 26.7588 26.0848 1 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 2 1 0 0
195  0.2159 0.1574 877.0482 90 0 0.4111 4.0604 5.9949 0.4801 31.2973 0.5324 34.1053 3.5789 -1 8 115.3580 106.4064 70.7198 102.8254 9 1 0 0 1 3 0 1 4 1 0 3 0 0 0 0 2 0 2 1 0 0
196  0.2418 0.3389 914.5165 103 0 0.3010 3.9731 6.9264 0.4965 24.3226 0.0662 27.0769 4.0000 -1 14 126.2267 123.8374 44.0602 97.5521 14 1 1 0 1 3 0 3 4 1 0 2 1 0 1 0 2 1 2 2 1 0
197  0.0432 0.4009 737.2653 78 0 0.6282 3.8757 6.0064 0.4904 37.1429 0.3681 10.9375 4.8125 0 11 94.1950 93.2519 61.1630 89.6739 7 0 2 0 2 0 2 1 0 0 1 1 1 0 0 2 0 1 2 0 1 0
198  0.2626 0.7993 581.5659 88 1 0.6932 3.8883 4.7309 0.4374 54.0656 0.1793 50.5000 5.5000 3 11 129.2162 32.5200 51.6063 22.6913 7 1 3 0 1 0 0 0 0 1 1 2 0 0 1 0 1 0 3 2 2 0
199  0.0540 0.3257 1335.8438 120 1 0.4333 4.1124 8.0274 0.5278 28.6538 0.3888 28.8125 3.7500 -3 9 194.4281 139.6437 105.1240 148.2924 11 2 2 0 6 0 0 0 6 0 6 1 1 2 2 1 0 0 0 0 3 0
200  0.0616 0.0316 261.9146 27 0 0.6296 4.1920 2.0060 0.4704 16.0000 0.5736 53.8000 4.9000 1 4 65.2119 23.5721 36.3156 8.6949 5 1 1 0 0 0 1 0 1 0 2 1 0 0 1 0 0 0 0 2 0 0
